essay_id,full_text,score,predicted_score,score_structure,score_grammar,score_development
a02b877,"I think im leaning more on the positives of driveless cars. i Mean i also think it could be a bad idea for many reasons but im gonna go for them. Like my dad always said he wishes that he could have a car that could drive itself. Now his dream could possibly come true. Me, I dont think I would fully trust the fact that the car in controlling itself but im still for it. Here are my reasons why.

I would trust a drivless car more than I would trust some of these idiots driving on the road today. This could also help with the whole texting and driving or drinking and driving. Which im not saying now you can do those things but your car will drive itself so we dont have to worrk about that person hitting and killing another person. Plus they put alot of effort and great hardware into these vehicles. But none of these cars are completely driverless they have touch sensors on the steering wheel to make sure the driver keeps a hold on the wheel.

I think it would be a very cool experience to drive in a car that can steer, accelerate, and brake on their own. Once again i dont fully trust this idea but im willing to go to the positives brfore the negatives. I like how if the driver wants to take over all the mechanics that the car is doing itself shut off instantly so you can take over. That would make me feel a whole lot more comfortable in a car that drives itself.

It says in the law that traffic laws are written with the assumption that the only safe car has a human driver in control at all time. So that has something to do with the release of these new cars. They just have to prove that these cars can be safe on the road then manufacturers believe that more states will follow. Open up to this new and cool idea. But i dissagree with this idea at the fact that it could be dangerous. In the text it states, if the technology fails and someone is injured, who is at fault the driver or the manufacturer. Im not going to jail for life for something I had no control over.

So all in all i think that this idea is neat. It would be very fasinating to see if they really do operate well. But like i said I also kind of disagree with this driveless car thing because if that tchnology fails then what happens. So if they prove the safety and hardware to make it 100% safe then im in. And im pretty sure my dad will be too.",4,3.0,3.0,3.0,3.0
1111bf7,i would rather change to voting for most popular president in the united states and the electoral college is simply to complicated the electoral college consist of 538 electors a majority of 270 electoral votes is required to elect the president your states entitled allotment of electors equals the number of members in its congressional delegation: one for each member in the house of representatives plus two of your senators see all of that thats just really confusing for the new guy and me i mean why cant we simply have two groups the group with the most votes chose the president to elect simple right yah i thought so too there is also other ways such as under the 23rd admendment of the constitution the district of columbia is allocated 3 electors and treated like a state for purposes of the electoral college for this reason in the following discussion the word state also refers to the district of columbia each candidate running for president in your state has his or her own group of electors the electors are generally chosen by the candidates political party but state laws vary on how the electors are selected and what responsibilities are all of that is my goodnes its all to complicated for most people to understand here is another example the presidential election is held every four years on the tuesday after the first monday in november you help choose your states electors when you vote for president because when you vote for your candidate you are actually voting for your candidates electors most states have winner take all system that awards all electors to the winning presidential candidate however maine and nebraska each have a variation of proportional representation see thats what i mean real complicated stuff.    ,2,3.0,3.0,2.0,3.0
74abe2d,"I think this technology would be very valuable in classrooms. Being able to know about how a student feels about a subject could be very helpful. This would enable Teachers to adjust thier teaching style and make it easier for the student to understand the subject. Not only would it help the teachers, but the entire class as well. Teachers would be able to see if students needed individual help or if they needed to go over it as a class again.

As said in the article, ""A classroom computer could recognize when a student is becoming confused or bored."" This also supports the fact that this technology could be valuable in classrooms. Not only the teacher could be able to change the lesson for a student, but the lesson itself could change for the student. This would make the student be less bored and more excited and enjoy the lesson that they are currently learning.

As technology evolves, we will use it more and more for the better use of people. This could possibly be the first step for making school a better place for students to enjoy learning. They could have personal computers that would adjust to thier learning speeds and needs. This would no doubt make school more enjoyable and easier to understand for students that are having trouble.",3,3.0,3.0,3.0,3.0
54eb1cc,"In this essay I will be describing why it's important to study and pursuit Venus despite the dangers that are involved. Scientists know that sending human life to Venus is just out of the question right now and it shouldn't be done, but they are working on ways around that. Scientists have sent spacecrafts to Venus unmanned, but they only lasted for only a few hours.

Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system. Long ago, Venus was probably covered with oceans and could've possibily supported various forms of life. Today, Venus is still like Earth in some ways, there are valleys, craters, and mountains. There is no way Venus could support life now because of the conditions of the planet. 97 percent of the planet is carbon dioxide and the average temperature of Venus is over 800 degrees Fahrenheit.

Scientists are trying to figure out and solve different ways they could find information on Venus. NASA has come up with one pretty reasonable idea for sending humans to study the planet. They came up with the idea of having a blimp-like vehicle that would float 30 miles above the planet's surface. The temperatures at this height would still be hot, at around 170 degrees Fahrenheit, but the air pressure would be close to that of sea level on Earth. The conditions wouldn't be easy, but humans would be able to survive.

Being 30 miles above Venus's surface would be hard to get information on the ground conditions, so NASA is coming up with new ideas. One idea they have is to use mechanical computers which haven't been used since the 1800s. These devices make calculations by using gears and levers and do not require electronics at all. Using the computers we have nowadays would react terribly if we exposed them to the heat of Venus. If NASA were to use the mechanical parts, they would be more resistant to pressure, heat, and ther forces.

With time and a lot of hardwork, I think one day we could discover what Venus is really like. It would be a good idea to keep pursuing Venus because you never know, we could have life on that planet someday. We all know that this mission is dangerous, but we can't let that hold us back.",4,3.0,3.0,3.0,3.0
22564a5,"There are both positive and negative aspects mentioned in having a driverless car.

While driverless cars seem new and exciting, they aren't practical.

I don't think that having these new cars is a good idea.

I feel like there are a lot better ways to spend our time than trying to develop this car that we don't even need.

We are doing just fine with the cars we have currently.

They mentioned that they aren't even completely driverless as of now.

Why do we call these driverless if that's not even true?

We need to stop relying so much on our addictive technology and use our brains and money for more important matters.

In the article ""Driverless Cars Are Coming"", it states that currently these cars still need humans to work.

They are still alerting the driver to take the wheel when necessary.

By calling these driverless it is false advertising.

These cars still need humans to help out.

The cars can't even pull in and out of driveways yet.

Shouldn't we spend our time and money on something more worthwhile?

To me, this concept of driverless cars doesn't make a lot of sense.

I don't see the point of owning one of these cars.

It seems incredibly boring just sitting there and not having to drive at all.

Driving helps us learn to focus our attention on the road.

It teaches us how to make responsible decisions.

Driving is a privelege and I enjoy it.

I don't understand why we would want to take this away.

Kids look forward to getting older and being able to drive.

Now they would learn to be even lazier by sitting there and not doing any work.

Aren't we lazy enough now with all of our technology?

We have phones, iPads, Kindles, computers, laptops, iPods, and so many more things that we put all of our attention in.

Technology is addictive and we have plenty as it is.

We spent countless hours on our devices already.

We've lost contact with actual human beings.

We can't keep relying on our devices to fix all of our problems.

The younger generation doesn't even know what a dictionary or encyclopedia is, let alone how to use them.

Yes, using Google is convenient, but we need to learn how to do things on our own again.

The smarter technology becomes, the dumber we will be.

Driverless cars are not a solution.

We can drive just fine as it is.

There are so many causes we could be supporting with the money we are using to fund the driverless car project.

We are perfectly capable of driving on our own.

We should be using our money on things that are more important.

It is selfish to spend all of this money and time on such unecessary ideas than on meaningful corporations.

We could be funding medical research and feeding the poor.

Our generation has gotten so caught up in technology that we tend to forget about what is really important.

In my opinion driverless cars are not a practical idea.

They aren't necessary or completely reliable.

If you got in a wreck in one, it would be blamed on you anyway.

It just seems a lot simpler to stick to the cars we already have.",3,2.0,2.0,3.0,2.0
aa95fab,"Imagine a world where emotional reading is performed by robots, and raw human emotion is simply binary code. This could be a reality if the classroom is converted into such a world. The use of the Facial Action Coding System (FACS) to read the emotional expressions of students in a classroom is not valuable, due to the lack of the software's ability to decipher verbal emotion, the ability of humans to naturally perform the same techniques as the software, and the cost effectiveness of this kind of software within a classroom setting.

The first reason why the use of the FACS within the classroom would not be valuable is due to the inability of the software to understand verbal emotion. When a student is confused and or emotional about a topic, often they will express this through verbal communication. The FACS is not able to register this kind of emotion, at least not this early in it's development. As cited in paragraph six of the article, "" 'Most human communication is nonverbal, including emotional communication,' notes Dr. Huang. 'So computers will need to understand that, too.' "" This statement also brings about the issue of emotional expression not on the face, including body language and stature. These reasons defend the idea that FACS is not a valuable software for the classroom.

FACS also is not valuable because it is not diverse enough in its usage nor its abilities. Teachers and peers can easily spot emotions just as easily, and often more accurately, than this machine. As cited in paragraph five of the article, ""In fact, we humans perform this same impressive 'calculation' every day."" This would lead this invention's discovery to be unneeded and unneccesary, unless in it's applications of the distinguishment of the emotions of century old art pieces.

The software itself would not be cost effective, with the extravagance of it's research. As cited in paragraph one, ""The software is the latest innovation from Prof. Thomas Huang, of the Beckman Institute for Advanced Science at the University of Illinois, working in collaboration with Prof. Nicu Sebe of the University of Amsterdam."" This two Professers are of very renowned within the hierarchy of education, and the software itself is a product of the two researchers. This would lead one to believe that the software would not be cost-effective, especially within a state-funded school district.

To synthesize, the Facial Action Coding System would not be a valuable tool within the classroom because it lacks the ability to de-code other sensory based emotional expressions, can be replaced by humans, and is far too expesive. Although the software is useful, it is not practical nor diverse enough to be used within the classroom. If the FACS could be more efficient, especially with it's purpose, it might be a candidate for a positve addition to the classroom, but presently, it serves no new purpose.",5,3.0,4.0,3.0,3.0
3aea5c1,"For all these years there has always been an advancement in technology. Google cofounder Sergey has always been around technology. Google cars aren't truly driverless; they still alert the driver to take over when pulling in and out of driveways or dealing with complicated traffic issues. I honestly think driverless cars are a good thing. These days there are people who text and drive and do not keep there eyes on the road, and one day they are going to regret texting and driving. These driverless cars is an extra safety hazard for these people, and if somehow or someway they still end up texting and driving and they hit someone, i honestly think they should go to prison. Cars are not toys they are dangerous, and so are those people who are behind those wheels. I think all the cameras and the sensors in the toyota prius is amazing. One day it might save someone's life. Today people are all about privacy so they might not like that camera, but they don't realize that it's not going to be used against them it's there to save their life one day. The toyota prius is like a moving computer, there is so much technology in it, it's unbelievable. Automakers that make these driverless vehicles are bringing home the big bucks. Driverless cars are so expensive because of the technology that they have in them. Today I personally think that people wont buy the driverless cars because they might not like all the sensors or the cameras. There was a metaphor that someone came up with ""Look Twice Save a Life."" I have no idea who came up with that saying, but it is one of the greatest sayings i have ever heard when it comes to driving. Automakers are continuing their work on the assumption that the problems ahead will be solved. Telsa has projected a 2016 release for a car capable of driving on autopilot 90% of the time. That is crazy! I couldn't imagine what cars would be like in 20 years. Mercedes-Benz, Audi, and Nissan plan to have cars that can drive themselves by 2020. That is in 2020, could you imagine what cars would be like in 2040. So if you were to ask me how i felt about driverless cars. I would smile and say ""they are the best thing ever invented."" They alert drivers when they need to take over and they made a track to run test on these driverless cars. When they ran test at this track for the driverless cars the track was embedded with an electrical cable that sent radio signals to a receiver on the front end of the car. Engineers at Berkeley tried something similar, but they used magnets with alternating polarity. The car read the positive and negative polarity as messages in binary code. These smart-road systems worked surprisingly well, but they required massive upgrades to existing roads, something that was simply too expensive to be practical. I think all this technology that they have to offer us is amazing, and I think if we didn't have it I think there would be more crashes. Which leads to more people dieing. So how I feel about driverless cars I love them!",4,3.0,2.0,3.0,3.0
8440e18,"This essay will have many reasons to why the ""Face on Mars"" is just a natural landform created with the use of shadows to form what looks to be, a human face. Some people believe that the Face on Mars was created by aliens or any kind of life on Mars, and NASA is trying to keep the public from knowing.

The first reason is that it has been confirmed by NASA that the human face is just an illusion! This illusion created by shadows gives it the appearance of a human face. Now some people may believe that NASA is saying that it is an illusion because they want to hide that they have been given a sign of life in space. Most people do not know that if there was life on Mars then NASA would benefit, which I will speak more about in the next paragraph.

The second reason to convince you that the ""Face on Mars"" is just a landform is that if there was life on Mars, it would be no secret! NASA would financially benefit from life on Mars. Think of all the publicity NASA would get and how much money that would bring to them, they could fund a lot more programs and projects.

The third reason is that we can not question the power of the technology they have at NASA. NASA has taken several looks at the face and each time the results are the same. They have extraordinary cameras and photography technology at NASA. What the picture actually shows is the Martian equivalent of a mesa, most common in the American West.

Although some people might still believe that the face is not just a landform, the facts show that it is just an illusion with shadows giving the appearance of a face. I hope this essay has enlightened you to what the ""Face on Mars"", really is.      ",3,3.0,3.0,3.0,3.0
7ffc1a6,"Why would you think the Face was created by aliens? When photographers take pictures of Mars, you never see an alien in the photos. There may be research going on to find alien life, but so far, NASA hasn't found any. Therefore, it couldn't have been created by aliens. Scientists have credible information that shows people it is just a natural landform.

First of all, if NASA thought an alien created the Face they would already be researching it. Afterall, scientists automatically assumed that it was a Martian mesa. They are common for the area that the Face was found in. Why do research if scientists know it is only a mesa? Conspiracy theorists often try to confuse the public by saying that NASA is trying to hide Mars. This is not true, and I know this because even the people from NASA say they wish there was civilization on Mars. If NASA found civilization on Mars, they would announce it because it's exciting. No one has ever seen an alien, so if NASA released pictures they would get loads of publicity. NASA isn't going to let people lose interest in their foundation, therefore they aren't going to lie to people.

Next, we have the information that tells us the Face is just a landform. When new pictures of the Face were revealed in 1998, the truth came out. Michael Malin took pictures of Mars that were ten times sharper than the original. The new and improved photos showed everyone that the Face, in fact, was a natural landform. There wasn't any evidence that could tell us it was an alien monument.

Of course, people still weren't satisfied. Once again, Michael Malin goes back and takes photos in an even higher resolution. The new resolution helped capture the real size of the Face. After extensively studying the pictures, Jim Garvin states that it ""is the Martian equivalent of a butte or mesa"". He goes on to say these types of landforms are common on Earth, mainly in the American West. The Face is just a regular landform.

In conclusion, that is why the Face is just a natural landform. Almost 30 years of research went by until they came to their conclusion. The Face is only a meer mesa. It was created naturally, and not by aliens. No one can argue with facts!",4,3.0,3.0,3.0,3.0
ddf1b39,"Dear Senator,

The Electoral College is unfair to not only the state but everyone in the country. If only a few people are allowed to vote as electoral and then the rest is individual whats the point of having both? It does not make sense for the fact that the electoral votes are more imporatnat then the peoples votes. Its not fair because maybe the person who received more individual votes would be a more better president than the person with more eletoral votes. The Electoral College should be changed and who ever wins by the most popular vote should be president because that person may be better off.

To start off with, the electoral college shoudl be changed because in soure 2: "" The Indefensible Electoral College: Why even the best-laid defenes of the system are wrong"" the author Bradford Plumer states ""voters vote not for the president, but for a slate of electors, who in turn elect the president."" (paragraph 10). What Plumer is saying is that the people who vote dont vote for the president, but for the people hwo come with him. Even though it should be the president you should be voting for. He does control our country and our future of what might happen. So why should the electoral college be voting for the slate of electors? Also in source 1: ""What is the Electoral College"" the author statea ""election of the President by vote in congress and election of the President by a popular vote of qualified citizens."" (paragraph 1). The author is saying that the candidates have electoral votes and individual votes. Why have both though? Shouldnt a citizens vote matter more than a electoral because we know who might be best for us? The electoral college probaly doesnt even listen to the canidate, only their electors slate which is not fair. It should be the canidate who seems to be best for us instead of who works best for the president.

Also, shouldnt the person who wins by the most popular vote be president? In source 2: ""The Indefesnsible Electoral College: Why even the best-laid defenses of the system are wrong"" it states ""Al gore received more idividual votes than George W. Bush nationwide, but Bush won the election, receiving 271 electorl votes to Gore's 266."" Plumber is stating the fact that even though Gore won buy individual votes, Bush still became president because of his electoral votes. This is completely unfair though because Gore had more of the countries attention than Bush since he won by more votes. Bush only got the attention of the Electoral College because of the elector slate he had. Isnt that wha the electoral college looks at? The electoral slate? How about the public, they know what is best for their country and if the person with the most individual votes is it, then let it be it. Furthermore, in source 1:""What Is the Electoral College"" the authore states ""Most states have a ""winner-take-all"" system that awards all the electors to the winning president."" (paragraph 7). This is unfair because the candidates dont actually spend time in states they know they wont have a chance of winning in, but shouldnt all votes count? They never know if that state wants to pick them so why not show them who you are? In 2000, the candidates doing the campaign didnt send it to seventeen states. They didnt send it to Rhode Island and South Carolina including voters in 15 of the largest media markets didnt get to see a single campaign ad. Now thats not fair because everyone vote should count. If a person doesnt get to see then they wont vote but the person with the most votes should win. So why think that no one would vote? You never know.

Although these reasons state that switching the electoral college is a good idea, there are some benefits of it being there. In source 3: ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the president"" the author Richard A. Posner states ""The electoral College restores some of the weight in the political balance that large states (by population) lose by virtue of the mal-apportionment of the Senate decreed in the Constitution...""(paragraph 21).This states that despite the fact that not a lot of people like the electoral collage they help balance the votes of the states and help continue the rights of the Constitution. This helps with th popular vote of the states and gets the most attention than smaller states. On the other hand, even though the electoral college evens the votes of the oublic, what if they choose the other candidate then the one that the public chose? It wouldnt be fair not only to the state but the other people who choose that candidate and the candidate him or herself.

Furthermore, the Electoral Collage should be switched so that the candidate with the most popular vote wins instead of the candidate with the most electoral vote. They should win because the person who has the most votes is better off with the public.

Sincerely,

Fellow Citizen    ",5,3.0,2.0,3.0,3.0
69e9bd2,"One method of chosing a President is having an electoral college here in the U.S.A.  That means, the people vote for a group of electors. Not the candidate running for President. In that group they count in the votes and elect witch candidate would win.

There are many people that do no agree with this method. One should be able to put in there vote straight to who wins at an election not send it off to a group of people that one does not know. It's part of the list of rights the people should have. Any one can be a elector. In the past, an elector has change there candiate. so instead of who a person's vote going to who they voted for... it would go to the other candidate. Not everything hat should be right in this world is.

The ""winner-takes-all"" system is when all electors are awarded to the winning presidential candidate. This helps when it comes down to what is fair and what isn't. When Obama got 61.7 percent and Romney only had 51.3 most electoral votes were on the ""winner-takes-all"" basis.

Yes, it's true. Not all state has the same number of electoral votes. But that is just because not every state has the same population as one and other. If every state got the same amount of electoral votes, them it wouldn't be fair. North Carolina doesn't have the same populations as Texas. it wouldn't make sence to give them both just 3 or both 38.

People like to do things on there own and like to feel like the contrubuted to socity. One should vote for themselfs on who should run our country. An electoal college is not needed anymore.    ",3,3.0,3.0,3.0,3.0
b45d915,"Technology has been rapidly growing every day that we use it. Whether it be smartphones, video games, or now... smart cars. Smart cars are cars that help you with your driving skills by telling you how close you are to something behind you, or even by stopping your car before you crash. Now, the big issue is creating driverless cars. This idea is extremely terrific and can cause a breakthrough in modern technology.

With driverless cars, no one needs to worry about buying any cars anymore. Sergey Brian thinks that ""driverless cars [can] form a public-transport taxi system."" This taxi-system will be able to take people to and fro wherever they like. Also, these cars will most likely only use up half of the fuel that regular taxis take.

Driverless cars will be more efficient than humans because of their faster response to driving situations. This is possile by sensors that ""can cause the car to apply brakes on individual wheels and reduce power from the engine."" Many sensors will have to be placed on the car to provide the safest driving possible. Google has put many sensors on their modified version of a Prius, such as on the wheel, roof, rearview mirror, and even a 3-D camera ontop of the roof. All of these sensors help to mimic the actual driving skills of a human, but better.

Some people may argue that the driverless cars are not safe because they still need some help from the passenger for emercency situations. They are wrong because humans can manage to stay alert while the driverless car is still driving. The car can manage to ""steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead requires human skills.""

This is only because the car has not been programmed to handle crashes, or roadside dangers yet. However, manufacturers are making new ""in-car entertainment and information systems that use heads-up displays."" These will help keep the driver alert at all times and enjoy their ride.

In more ways than one, the development of driverless cars will be a huge success in modern technology. Having a driverless car can make human lives easier, prevent most crashes, and cause a safe trip on the road. With their highly-alert sensor systems, and their fast-acting brakes the driverless cars will make sure that you get to where you are going fast, safe, and easy.",4,3.0,3.0,3.0,3.0
40ff095,"I think everyone should be in the Seagoing Cowboy Program. Everyone should be in the program because it helped me more aware of other countries and their needs. It also helped open the world . This just may help you feel the same way it made me feel, greatful, and I want you to have the same experience I had.

Everyone should join the program because it helps awareness. Also because it is a opportunity of a lifetime, you would never want to miss. In the process you experenice a lot of unique thging's. Some cool things that you will experience are: the Pacific war ending, traveling over the Atlantic Ocean, China, and more. This would be a life time opportunity you wpuld not want to miss.

Some more reasons why you should join the program is because you would have a lot of fun. Some things you would do are: play baseball,volleyball, table tennis, boxing, and more. These things would be a lot of fun if you get your friends and some family to also come and join the program. You would do all of these fun things but also do some work. Everyone would have a job and be put to work. Don't worry, your job won't be that bad.

In the prgram you will also go on cattle-boat trips. Every cattle-boat ride is an unbelievable opportunity. On the cattle-boat you will have the benifits of seeing Europe and China. Every cattle-boat ride is not only an opportunity, but its an adventure. Its and adventure you can't miss.

This about everything you will be doing in the program, and maybe even more. A lot of people have done this, including me. All of these things helped me open up to the world. I hope everyone can join the program have almost the same, or the same experience. This is an opportunity you can't miss, dont pass this up. You will bed missing one of the best experences in your life.                       ",3,2.0,2.0,2.0,2.0
f3ce714,"Driverless Cars is good way to help a driver when they are tired and they can take a break from the stairing wheel. The good thing about Driveless cars is that they can drive by themself under specific conditions. Google has had driveless cars that have driven more then half a million miles without a crash.

I think it's a good idea to make drivelss cars because it's interesting and this will help people out a lot especially when they are tired of staring the wheel and they need to sit back and relax, but I mean they will still be alerted to take over the wheel when they are dealing with traffic and accidents the care will warn them.

No matter what, theirs always going to be an accident and you can't blame the car for it, accedents happen and it can either be the other person in the other car or you. If you have a driveless car and you are taking a break but you still have the responsibility to stay on tract and have an eye on the road and not be texting it's still dangerous even though if it's a driveless car. Driveless cars can steer, acclerate and brake themselves but they are all designed to notify the driver when its neccasary.

Driveless cars can also help people who don't know how to drive it can help them out if the person is going to fast it can slow them down.

In 2016 Telsa is realeasing a car that is capable of driving outopilot 90% of the time. In 2020 their will be cars like Mercedes, Benz, Audi, and a Nisaan that will be alble to drive by themselves I think have driveless cars is a good idea. ",2,3.0,3.0,3.0,3.0
c7238b0,"Theres multiple things with the diverless car i agree with and things i disagree with. I think that developing the ""Traffic Jam Assist"" is a great and important idea. I agree That the cars can steer, accelrate, and break them selfs, but all are desighned to notify the driver when the road ahed requires human stills, such as navigating through work zones and around accidents. Because perhaps the smart car isnt as smart as it thinks it is, the car ahead of you collides with the on coming tafic on a green light when your smart car is going the speed limit. The car couldnt see what was happing infront of you but you can conrtol the breaks and call 911 to report it. If your smart car would have had all control it would of smashed through the other cars like a bullet, Causing you to be ingerd also. I also strongly agree with the driverless car because drivers tend to get tierd/bored of not driveing for a long period of time because, most people do get bored easy and not driveing can cause alot of bordom on a long road. It could cause the driver to fall asleep and not notice the danger infront of their faces. The text states "" Wouldn't drivers get bored waiting for their turn to drive?"" ""The psychological aspects of automan are really a challenge,"" admits Dr Werner Huber.

I do infact disagree with the thought of manufactuers considering to use cameras to watch that divers are remaining focused on the road. While the driver watches the road, the car watches the driver. I beleive that drivers desirve their privacy. Even if they are supposed to be driveing their not going to want someone/ something watching them the whole time. They could have really bad anxiety with they know that theres a camera on them the whole time and it could destract the driver. ",2,3.0,3.0,3.0,3.0
089b9f0,"Title:""Become a Seagoing Cowboy of a Lifetime""

I believe that you should join the Seagoing Cowboys program;I believe that you need help the help the people that are not as lucky as you. My Name is Luke Bobberger,I am Seagoing Cowboy,I decided to become a Seagoing Cowboy when my friend invited me to go with him Europe.

I must proclaim that I made a marvelous choose;the people I helped thought was marvelous choose too.

Do you join the Seagoing Cowboys program?

Why?

Why do we need this Seagoing Cowboys program?

The reason why we have Seagoing Cowboy Program is, ""It was 1945,World War II was over in Europe,and many countries were left in ruins. To help these countries recover their food supplies,animals,and more,44 nations joined togeether to form UNRRA (the United Nations Relief and Rehabilitation Administration)"".

I went over seas to help other countries depart their hardships and begin a new-magnifcent life;I went over seas to help the people move out of the aftermath of the worst war the world has ever seen. Come, help these people move on. Join the Seagoing Cowboys program and help these people.

Where?

If you become a Seagoing Cowboy you will be able to observe the world. I was able to observe the world;I was able to observe the greatness of the world that had endured this great catastrophe. Where ever you go the people there endured horrendous things and need your help. I went across the Pacific Ocean and the Atlantic Ocean. To support my statement, ""Luke also toured an excavated castle in Crete and marveled at the Panama Canal on his way to China"". Join the Seagoing Cowboy Program explore the world.

What?

What will you do in the Seagoing Cowboys program? You help rebuild the countries that have destroyed the horrible conflict.

You will help the countries and the people inhabiting them. To support my claim, ""They got their seaman's papers and boarded the SS Charles W.Wooser,headed for Greece-with a cargo of 335 horses plus enough hay and oats to feed them"".

I went to Greece,a nation in Europe, to the people and rebuild their land.

Join the Seagoing Cowboys program and help these nations.

Conclusion.

Will you join the Seagoing Cowboy program?

The people in these nations need you;the Seagoing Cowboy program need you.

It is not imperitve where you are or how you are helping,but It is imperitive that you are helping. Help move the world out of the destruction of the war.

Join the Seagoing Program help the world.   ",3,2.0,2.0,3.0,2.0
0a01969,"Technology is constantly changing and adapting with the times. Some people fear change and loss of control with autonomous technology, especially cars; however, technological control can actually improve the safety of driving in the future. Driverless cars will help to improve the quality and safety of driving around the world.

Driving safety is a prevalent issue in many parts of the world. People face daily dangers on the road, such as texting drivers, drunk drivers, and drivers that are too exhausted to focus; with autonomous cars, these dangers would be removed. The driverless cars would use multiple sensors to form continuously updated 3-D models of the car's surroundings, which would allow the car to substitute for a human at the wheel. Critics might argue that it is unsafe to rely purely on technology to drive people.

However, the cars would not be purely autonomous; the car would alert the human driver if he or she needed to take over. Several large car companies, including Tesla, Mercedes-Benz, Audi, and Nissan, are already planning to release cars that are capable of driving themselves by 2020. Rapid technological improvements are allowing cars to become more refined and to take over multiple tasks that were originally done by human drivers. These cars and their sophisticated technology vastly improve the safety of driving on the road.

Driverless cars would not only improve safety on the road, but would also improve the safety of the environment. Currently, cars use up millions of gallons of gas each year, causing pollution and severely impacting the quality of air in many city environments. However, autonomous cars could be used as replacements for current taxi systems. Sergey Brin, the cofounder of Google, believes that the use of driverless cars in place of taxis would greatly reduce the amount of air pollution as well as the consumption of gasoline; the cars would use half the amount of fuel that taxis currently consume. Driverless cars would improve the safety of the world.

It has been proven multiple times that these cars will improve the safety of driving around the world; unfortunately, the road to driverless cars is still blocked by laws and by people's fears. If people allow it, autonomous technology in cars will have a huge positive impact on the future.",4,4.0,4.0,3.0,4.0
3d9d8bf,"In my opinion I think that it is a good idea formanufacturers to develop smarter cars for the future. Creating smarter cars helps reduce accidents due to the improvements that would be added to the cars. They also allow driving to be more earsier for everyone. Lastly, new and develeoped cars make driving more interesting and fun.

Creating smarter cars helps reduce accidents due to the improvements that would be added to the newly developed cars. Google has had cars that could drive by themselves for more than half a million milles and without crashing.

In the article it said, ""The information from the sensors can cause the car to apply brakes on individual wheels and reduce power from the engine, allowing far better response and control than a human driver could manage alone"", which indicates that the cars are being specially made to help out drivers be able to drive better and safer. These improvements would help a lot drivers such as adding cameras to the cars so they can monitor the drivers and make sure they are paying attention. There are many reckless drivers that do not pay attention to the road and use their phones, these improvements would help save lives. If the cars would be able to: steer, accelerate, and brake themselves, the car would be able to drive safer than a person who is constanatly on their phonethat could cause a accident. Also GM developed driver's seats that vibrate when a vehicle is in danger of backing into an object.

If we allow manufacturers to develop better cars they would make driving so easier. These cars are able to handle driving functions at speeds up to 25 mph. These cars are made to not only help the driver but it aslo makes sure that the driver is paying attetnion so they know when to take over. These cars are made to the point where they are almost driverless. They are capable of steering, accelerating, and they are also able to brake themselves. These developed cars make driving easier because they notify the driver when there are work zones or accidents. I understand they are not capable to driving thru these occurances but since they notify the driver it helps them plan out a different route that could save them time.

Lastly, the development of

cars would make driving more interesting and fun. Many people imagine the future with flying cars and very high tech cars. We should take advantage that technology is allowing these dreams to come alive. It would be very interesting to see cars that are able tio drive themselves without human use. Some developers, such as the Google cofounder Sergey Brin, are envisioning the future with better transportation. Sergey forsees that there would be cars that would use less fuel and offer far more flexiblity than a bus. I would find it very astonishing to see a car like that. Being able to sit in the driver seat and just let your car drive on its own would be amazing to experience. You could be eating or talk on the phone without any concern because your car is driving as safely as it can. It would be very cool to be able to experience all these technological developments.

In conclusion, I think its a great idea to let manufacturers devlop these cars. These cars would help out on reducing accidents. It would also allow driving to be more safe because you have a smart develpoment that allows th ecar to drive on its own. Lastly, these cars would be such an amazing experience for the future. We have to let technology and manufacturers with new ideas do its thing if we actually want to see all of our envisions in the future. The future would be so much better, easier, and more fun if we allow the develpoment of these cars.    ",4,3.0,3.0,2.0,3.0
0e2b2aa,"When my friend Don Reist offered me on a trip to go to Europe on a cattle boat. I had to say yes, I knew I would never be able to do ever again. It was really fun doing it and special at the same time because I got to help people in need and see Europe and China. I also played a lot off games and we got to just sit there and look at the Pacific Ocean.

First off the best part was that I got to help people in need. I mean these people had nothing everything they had got like wipped out. I got to go all over the place just helping people. All the places we got to see were all so pretty and delightful. By the time i go discharged i had alredy made nine trips that is the most of any Seagoing Cowboy.

Next getting to see all over Europe and China was also really fun. I got to take a gondola ride in Vencice,Italy, that is the city with streets of water. A fun part was after the animals got unloaded. We played games like baseball, volleyball, table-tennis tournaments, fencing, boxing, reading, and whitting in the empty holds were the animals used to be.

Finally all in all the trip made me understand there are people in other countries that need help. If you were everable to do this and you did I bet you really enjoyed yourself. Hopefully by all of these details you will want to sign up for a trip to go to Europe on a cattle boat. It is not all fun and games, your really have to do stuff like feed the animals. If it wasn't for my friend Don Reist I would have never got to witness this amazingness.",2,2.0,2.0,2.0,3.0
